file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
58ae7a0d-776c-4c7c-b206-ca5f1fa4d30c_recording_webm,0.0,8.128,mfa_runtime_input,-55.51960332103321,-58.43740344869679,1.7727027473106285,10.748660095069354
